CODIGO;DATA;CLIENTE
TEL-SAM-A520-ORIG;11-Dec-19;Cliente170163278
TEL-SAM-J120-REPL;11-Dec-19;Cliente178273894
TEL-SAM-J3-REPL;11-Dec-19;Cliente18638451
TEL-SAM-J3-REPL;11-Dec-19;Cliente194495126
TEL-SAM-J3-REPL;11-Dec-19;Cliente20265742
TEL-SAM-J4-REPL;11-Dec-19;Cliente210716358
TEL-SAM-J4-REPL(RX);11-Dec-19;Cliente218826974
TEL-SAM-J4-REPL(RX);11-Dec-19;Cliente22693759
TEL-SAM-J4-PLUS-REPL;11-Dec-19;Cliente235048206
TEL-SAM-J5-REPL;11-Dec-19;Cliente243158822
TEL-SAM-J5-REPL;11-Dec-19;Cliente251269438
TEL-SAM-J5-REPL;11-Dec-19;Cliente2593710054
TEL-SAM-J5-REPL;11-Dec-19;Cliente267481067
TEL-SAM-J5-PRIME-REPL;11-Dec-19;Cliente2755911286
TEL-SAM-J5-PRIME-REPL;11-Dec-19;Cliente283711902
TEL-SAM-J5-PRO-ORIG;11-Dec-19;Cliente2918112518
TEL-SAM-J5-PRO-ORIG;11-Dec-19;Cliente2999213134
TEL-SAM-J5-PRO-REPL;11-Dec-19;Cliente308031375
TEL-SAM-J510-REPL;11-Dec-19;Cliente3161414366
TEL-SAM-J7-REPL;11-Dec-19;Cliente3242514982
TEL-SAM-J7-REPL;11-Dec-19;Cliente3323615598
TEL-SAM-J7-REPL;11-Dec-19;Cliente3404716214
TEL-SAM-J7-REPL;11-Dec-19;Cliente348581683
TEL-SAM-J7-PRIME-REPL;11-Dec-19;Cliente3566917446
TEL-SAM-J7-PRIME-REPL;11-Dec-19;Cliente364818062
TEL-SAM-J7-PRIME-REPL;11-Dec-19;Cliente3729118678
TEL-SAM-J7-PRO-ORIG;11-Dec-19;Cliente3810219294
TEL-SAM-J701-REPL;11-Dec-19;Cliente389131991
TEL-SAM-J701-REPL;11-Dec-19;Cliente3972420526
TEL-XIA-NOTE-4X-ORIG;11-Dec-19;Cliente4053521142
TEL-XIA-NOTE-6-PRO-ORIG;11-Dec-19;Cliente4134621758
TOU-SAM-G532;11-Dec-19;Cliente4215722374
TEL-ASU-ZB634KL-ORIG;12-Dec-19;Cliente429682299
TEL-ASU-ZB500KL-ORIG;12-Dec-19;Cliente4377923606
TEL-IPH-5C-REPL;12-Dec-19;Cliente445924222
TEL-IPH-5S-REPL;12-Dec-19;Cliente4540124838
TEL-MOT-Z-PLAY-ORIG;12-Dec-19;Cliente4621225454
TEL-SAM-J7-PRIME2-REPL;12-Dec-19;Cliente470232607
TEL-MOT-G1-ORIG;12-Dec-19;Cliente4783426686
TEL-SAM-J3-REPL;12-Dec-19;Cliente4864527302
TEL-SAM-J4-REPL;12-Dec-19;Cliente4945627918
TEL-MOT-G7-POWER-ORIG;12-Dec-19;Cliente5026728534
TEL-SAM-J710-ORIG;12-Dec-19;Cliente510782915
TEL-SAM-J7-PRO-ORIG;12-Dec-19;Cliente5188929766
TEL-MOT-E4-ORIG;12-Dec-19;Cliente527030382
TEL-MOT-G6-PLUS-ORIG;12-Dec-19;Cliente5351130998
TEL-MOT-G3-ORIG;12-Dec-19;Cliente5432231614
TEL-IPH-7-PLUS-REPL;12-Dec-19;Cliente551333223
TEL-SAM-J720-REPL;12-Dec-19;Cliente5594432846
TEL-SAM-J110-REPL;12-Dec-19;Cliente5675533462
TEL-SAM-J120-REPL;12-Dec-19;Cliente5756634078
TEL-SAM-J4-PLUS-REPL;12-Dec-19;Cliente5837734694
BAT-IPH-6G;12-Dec-19;Cliente591883531
CAR-MOT-E4-PLUS;12-Dec-19;Cliente5999935926
TAM-MOT-G7-PLUS;12-Dec-19;Cliente608136542
MIC-SAM-J4;12-Dec-19;Cliente6162137158
TEL-MOT-G5-PLUS-ORIG;12-Dec-19;Cliente6243237774
-;12-Dec-19;Cliente632433839
TEL-XIA-MI-8-LITE-ORIG;12-Dec-19;Cliente6405439006
TEL-ASU-ZB634KL-ORIG;12-Dec-19;Cliente6486539622
TEL-MOT-G1-ORIG;12-Dec-19;Cliente6567640238
TEL-IPH-5C-REPL;12-Dec-19;Cliente6648740854
TEL-IPH-5C-REPL;12-Dec-19;Cliente672984147
TEL-SAM-J4-REPL;12-Dec-19;Cliente6810942086
TEL-SAM-A50-ORIG;12-Dec-19;Cliente689242702
TEL-SAM-J710-ORIG;12-Dec-19;Cliente6973143318
TEL-MOT-G3-ORIG;12-Dec-19;Cliente7054243934
TEL-IPH-7G-REPL;12-Dec-19;Cliente713534455
TEL-SAM-J5-PRIME-REPL;12-Dec-19;Cliente7216445166
TEL-SAM-A50-ORIG;12-Dec-19;Cliente7297545782
TEL-XIA-NOTE-7-ORIG;12-Dec-19;Cliente7378646398
TEL-SAM-A10-REPL;12-Dec-19;Cliente7459747014
TEL-SAM-J5-PRIME-REPL;12-Dec-19;Cliente754084763
TEL-SAM-J5-PRO-ORIG;12-Dec-19;Cliente7621948246
TEL-MOT-Z2-PLAY-ORIG;12-Dec-19;Cliente770348862
TEL-SAM-J7-PRIME-REPL;12-Dec-19;Cliente7784149478
TEL-MOT-G6-ORIG;12-Dec-19;Cliente7865250094
TEL-MOT-G2-ORIG;12-Dec-19;Cliente794635071
TEL-MOT-ONE-ORIG;12-Dec-19;Cliente8027451326
TOU-SAM-G530;12-Dec-19;Cliente8108551942
BAT-IPH-6S;12-Dec-19;Cliente8189652558
TEL-IPH-6S-REPL;12-Dec-19;Cliente8270753174
TEL-SAM-J5-PRIME-REPL;12-Dec-19;Cliente835185379
TAM-MOT-G6;12-Dec-19;Cliente8432954406
BAT-MOT-G6;12-Dec-19;Cliente851455022
TEL-SAM-J3-REPL;12-Dec-19;Cliente8595155638
TEL-SAM-J6-REPL;12-Dec-19;Cliente8676256254
TEL-MOT-G2-ORIG;12-Dec-19;Cliente875735687
TEL-SAM-J510-REPL;12-Dec-19;Cliente8838457486
BAT-IPH-6S;12-Dec-19;Cliente8919558102
TEL-SAM-J120-REPL;12-Dec-19;Cliente9000658718
TEL-IPH-5S-REPL;12-Dec-19;Cliente9081759334
TEL-ASU-ZD553KL-ORIG;12-Dec-19;Cliente916285995
TEL-MOT-G4-PLAY-ORIG;12-Dec-19;Cliente9243960566
TEL-SAM-J2-REPL;12-Dec-19;Cliente932561182
TEL-MOT-X2-ORIG;12-Dec-19;Cliente9406161798
TEL-MOT-X4-ORIG;12-Dec-19;Cliente9487262414
TEL-MOT-G6-PLAY-ORIG;12-Dec-19;Cliente956836303
TEL-XIA-MI-8-LITE-ORIG;12-Dec-19;Cliente9649463646
TEL-XIA-NOTE-7-ORIG;12-Dec-19;Cliente9730564262
TEL-SAM-J5-PRIME-REPL;12-Dec-19;Cliente9811664878
TEL-MOT-E4-PLUS-ORIG;12-Dec-19;Cliente9892765494
TEL-SAM-J710-ORIG;12-Dec-19;Cliente997386611
TEL-MOT-G1-ORIG;12-Dec-19;Cliente10054966726
TEL-IPH-7G-REPL;12-Dec-19;Cliente1013667342
TEL-SAM-J5-REPL;12-Dec-19;Cliente10217167958
TEL-MOT-G1-ORIG;12-Dec-19;Cliente10298268574
TEL-IPH-6G-REPL;12-Dec-19;Cliente1037936919
TEL-MOT-Z2-PLAY-ORIG;12-Dec-19;Cliente10460469806
TEL-SAM-J5-REPL;12-Dec-19;Cliente10541570422
CAR-SAM-J5;12-Dec-19;Cliente10622671038
TEL-MOT-G5-S-ORIG;12-Dec-19;Cliente10703771654
TEL-MOT-E4-ORIG;12-Dec-19;Cliente1078487227
TAM-MOT-ONE;12-Dec-19;Cliente10865972886
TEL-SAM-J7-REPL;12-Dec-19;Cliente1094773502
BAT-IPH-6G;12-Dec-19;Cliente11028174118
TEL-IPH-6G-REPL;12-Dec-19;Cliente11109274734
TEL-SAM-J7-REPL;12-Dec-19;Cliente1119037535
TEL-IPH-5S-REPL;12-Dec-19;Cliente11271475966
BAT-IPH-5S;12-Dec-19;Cliente11352576582
TEL-SAM-A720-ORIG;12-Dec-19;Cliente11433677198
TEL-MOT-G6-PLAY-ORIG;12-Dec-19;Cliente11514777814
LEN-SAM-G6-PLAY;12-Dec-19;Cliente1159587843
TEL-MOT-E2-ORIG;12-Dec-19;Cliente11676979046
TEL-XIA-MI-6-ORIG;12-Dec-19;Cliente1175879662
TEL-ASU-ZB501KL-ORIG;12-Dec-19;Cliente11839180278
TEL-ASU-ZC600KL-ORIG;12-Dec-19;Cliente11920280894
TEL-IPH-5S-REPL;12-Dec-19;Cliente1200138151
TAM-SAM-S8;12-Dec-19;Cliente12082482126
BAT-IPH-5SE;12-Dec-19;Cliente12163582742
TEL-SAM-A30-ORIG;12-Dec-19;Cliente12244683358
TEL-MOT-X2-ORIG;12-Dec-19;Cliente12325783974
TEL-SAM-A720-ORIG;12-Dec-19;Cliente1240688459
TEL-MOT-G5-ORIG;12-Dec-19;Cliente12487985206
TEL-MOT-G3-ORIG;12-Dec-19;Cliente1256985822
TEL-MOT-G5-S-PLUS-ORIG;12-Dec-19;Cliente12650186438
TEL-SAM-A720-ORIG;12-Dec-19;Cliente12731287054
TEL-MOT-G3-ORIG;12-Dec-19;Cliente1281238767
TEL-SAM-A6-PLUS-ORIG;12-Dec-19;Cliente12893488286
BAT-LG-K4;12-Dec-19;Cliente12974588902
TEL-MOT-G7-PLUS-ORIG;12-Dec-19;Cliente13055689518
TEL-IPH-7G-REPL;12-Dec-19;Cliente13136790134
TEL-SAM-J120-REPL;12-Dec-19;Cliente1321789075
TEL-SAM-J5-REPL;12-Dec-19;Cliente13298991366
SLO-MOT-G2;12-Dec-19;Cliente1338091982
TEL-SAM-A710-ORIG;12-Dec-19;Cliente13461192598
TEL-MOT-G1-ORIG;12-Dec-19;Cliente13542293214
TEL-SAM-A520-REPL;12-Dec-19;Cliente1362339383
TEL-MOT-Z-PLAY-ORIG;12-Dec-19;Cliente13704494446
TOU-SAM-G531;12-Dec-19;Cliente13785595062
TEL-IPH-6G-REPL;12-Dec-19;Cliente13866695678
TEL-SAM-J7-PRO-REPL;12-Dec-19;Cliente13947796294
TEL-SAM-J4-PLUS-REPL;12-Dec-19;Cliente1402889691
TEL-SAM-J8-REPL;12-Dec-19;Cliente14109997526
TEL-IPH-6G-REPL;12-Dec-19;Cliente1419198142
BAT-IPH-6G;12-Dec-19;Cliente14272198758
TEL-IPH-5G-REPL;12-Dec-19;Cliente14353299374
TEL-SAM-J5-PRIME-REPL;12-Dec-19;Cliente1443439999
TEL-ASU-ZB501KL-ORIG;12-Dec-19;Cliente145154100606
TEL-IPH-6G-REPL;12-Dec-19;Cliente145965101222
TEL-IPH-6G-REPL;12-Dec-19;Cliente146776101838
TEL-IPH-6G-REPL;12-Dec-19;Cliente147587102454
TEL-IPH-6G-REPL;12-Dec-19;Cliente14839810307
TEL-SAM-J7-PRO-ORIG;12-Dec-19;Cliente149209103686
TEL-XIA-NOTE-5/5-PRO-ORIG;12-Dec-19;Cliente15002104302
TEL-LG-K10-2017-ORIG;12-Dec-19;Cliente150831104918
TEL-MOT-C-PLUS-ORIG;12-Dec-19;Cliente151642105534
TEL-MOT-G4-PLAY-ORIG;12-Dec-19;Cliente15245310615
TEL-MOT-G6-PLAY-ORIG;12-Dec-19;Cliente153264106766
BAT-IPH-6G;12-Dec-19;Cliente154075107382
TEL-MOT-G4-PLAY-ORIG;12-Dec-19;Cliente154886107998
TEL-SAM-A720-ORIG;12-Dec-19;Cliente155697108614
TEL-SAM-J7-PRIME-REPL;12-Dec-19;Cliente15650810923
TEL-IPH-6S-REPL;12-Dec-19;Cliente157319109846
TEL-SAM-J710-REPL;12-Dec-19;Cliente15813110462
TEL-MOT-C-PLUS-ORIG;12-Dec-19;Cliente158941111078
TEL-MOT-G3-ORIG;12-Dec-19;Cliente159752111694
TEL-MOT-ONE-VISION-ORIG;12-Dec-19;Cliente16056311231
TEL-SAM-A720-ORIG;13-Dec-19;Cliente161374112926
TEL-IPH-6G-REPL;13-Dec-19;Cliente162185113542
TEL-SAM-J8-REPL;13-Dec-19;Cliente162996114158
TEL-MOT-G5-ORIG;13-Dec-19;Cliente163807114774
LCD-SAM-ON7;13-Dec-19;Cliente16461811539
LCD-SAM-9082;13-Dec-19;Cliente165429116006
LEN-SAM-G6-PLAY;13-Dec-19;Cliente16624116622
BAT-IPH-6S;13-Dec-19;Cliente167051117238
BAT-IPH-6G;13-Dec-19;Cliente167862117854
TEL-SAM-A30-ORIG;13-Dec-19;Cliente16867311847
TEL-SAM-J720-ORIG;13-Dec-19;Cliente169484119086
TEL-ASU-ZB501KL-ORIG;13-Dec-19;Cliente170295119702
BOT-IPH-6G;13-Dec-19;Cliente171106120318
BAT-IPH-5S;13-Dec-19;Cliente171917120934
TEL-SAM-J5-PRIME-REPL;13-Dec-19;Cliente17272812155
TEL-SAM-J5-REPL;13-Dec-19;Cliente173539122166
TEL-LG-K10-2017-ORIG;13-Dec-19;Cliente17435122782
TEL-ASU-ZB501KL-ORIG;13-Dec-19;Cliente175161123398
TEL-SAM-J7-PRO-ORIG;13-Dec-19;Cliente175972124014
TEL-SAM-J7-ORIG;13-Dec-19;Cliente17678312463
TEL-SAM-J701-ORIG;13-Dec-19;Cliente177594125246
TEL-SAM-A710-ORIG;13-Dec-19;Cliente178405125862
TEL-SAM-J5-REPL;13-Dec-19;Cliente179216126478
TEL-MOT-X4-ORIG;13-Dec-19;Cliente180027127094
TEL-MOT-G6-PLAY-ORIG;13-Dec-19;Cliente18083812771
TEL-MOT-G4-PLUS-ORIG;13-Dec-19;Cliente181649128326
TEL-XIA-NOTE-6-PRO-ORIG;13-Dec-19;Cliente18246128942
TEL-IPH-8G-REPL;13-Dec-19;Cliente183271129558
TEL-SAM-J4-REPL;13-Dec-19;Cliente184082130174
TEL-MOT-Z2-PLAY-ORIG;13-Dec-19;Cliente18489313079
TEL-MOT-G3-ORIG;13-Dec-19;Cliente185704131406
TEL-XIA-NOTE-5/5-PRO-ORIG;13-Dec-19;Cliente186515132022
TEL-IPH-7G-REPL;13-Dec-19;Cliente187326132638
TEL-SAM-NOTE8-ORIG;13-Dec-19;Cliente188137133254
TEL-MOT-G5-S-PLUS-ORIG;13-Dec-19;Cliente18894813387
TEL-ASU-ZS620KL-ORIG;13-Dec-19;Cliente189759134486
TEL-XIA-MI-8-LITE-ORIG;13-Dec-19;Cliente19057135102
TEL-IPH-6G-REPL;13-Dec-19;Cliente191381135718
TEL-SAM-J7-PRO-REPL;13-Dec-19;Cliente192192136334
TEL-SAM-A30-ORIG;13-Dec-19;Cliente19300313695
-;13-Dec-19;Cliente193814137566
TEL-MOT-G3-ORIG;13-Dec-19;Cliente194625138182
TEL-SAM-J8-REPL;13-Dec-19;Cliente195436138798
BAT-IPH-6G;13-Dec-19;Cliente196247139414
TEL-SAM-J7-PRO-ORIG;13-Dec-19;Cliente19705814003
TEL-SAM-J5-PRIME-REPL;13-Dec-19;Cliente197869140646
TEL-SAM-J8-REPL;13-Dec-19;Cliente19868141262
TEL-LG-K10-2017-ORIG;13-Dec-19;Cliente199491141878
TEL-SAM-J701-ORIG;13-Dec-19;Cliente200302142494
TEL-SAM-A510-ORIG;13-Dec-19;Cliente20111314311
TEL-MOT-G6-PLAY-ORIG;13-Dec-19;Cliente201924143726
LEN-SAM-G6-PLAY;13-Dec-19;Cliente202735144342
TEL-MOT-G5-S-PLUS-ORIG;13-Dec-19;Cliente203546144958
TEL-SAM-J5-PRO-REPL;13-Dec-19;Cliente185954
TEL-IPH-6-PLUS-REPL;13-Dec-19;Cliente526235
TEL-SAM-J7-PRO-ORIG;13-Dec-19;Cliente358874
BAT-IPH-5S;13-Dec-19;Cliente195925
TEL-MOT-G7-PLUS-ORIG;13-Dec-19;Cliente756301
TEL-SAM-J5-REPL;13-Dec-19;Cliente6473473
TEL-SAM-J5-REPL;13-Dec-19;Cliente72844114
TEL-SAM-J5-PRIME-REPL;13-Dec-19;Cliente80953498
TAM-SAM-J5;13-Dec-19;Cliente89062882
TEL-SAM-J5-PRO-REPL;13-Dec-19;Cliente97172266
TEL-MOT-G5-PLUS-ORIG;13-Dec-19;Cliente10528165
TEL-SAM-J5-REPL;13-Dec-19;Cliente185954
TEL-MOT-G5-S-PLUS-ORIG;13-Dec-19;Cliente526235
TEL-MOT-G5-S-PLUS-ORIG;13-Dec-19;Cliente358874
TEL-SAM-J5-PRO-ORIG;13-Dec-19;Cliente195925
TEL-MOT-G5-PLUS-ORIG;13-Dec-19;Cliente756301
TEL-SAM-J120-REPL;13-Dec-19;Cliente6473473
TEL-SAM-J5-PRO-REPL;13-Dec-19;Cliente72844114
TEL-IPH-5S-REPL;13-Dec-19;Cliente80953498
BAT-MOT-Z-PLAY;13-Dec-19;Cliente89062882
TEL-MOT-ONE-ORIG;13-Dec-19;Cliente97172266
TOU-SAM-G532;13-Dec-19;Cliente10528165
LCD-SAM-G532;13-Dec-19;Cliente113391034
TEL-SAM-J4-REPL;13-Dec-19;Cliente121577
TEL-SAM-J120-REPL;13-Dec-19;Cliente12961693
TEL-IPH-7G-REPL;13-Dec-19;Cliente137721309
TEL-SAM-J7-PRIME-REPL;13-Dec-19;Cliente14583143
TEL-MOT-G5-S-ORIG;13-Dec-19;Cliente153942046
TEL-SAM-J4-PLUS-REPL;13-Dec-19;Cliente162052662
TEL-SAM-J5-PRIME-REPL;13-Dec-19;Cliente170163278
TEL-SAM-J5-REPL;13-Dec-19;Cliente178273894
CON-XIA-NOTE-5;13-Dec-19;Cliente18638451
TEL-IPH-4S-REPL;13-Dec-19;Cliente194495126
TEL-XIA-A2-LITE-ORIG;13-Dec-19;Cliente20265742
TEL-SAM-J5-REPL;13-Dec-19;Cliente210716358
TEL-SAM-J7-PRIME-REPL;13-Dec-19;Cliente218826974
TEL-SAM-J510-REPL;13-Dec-19;Cliente22693759
BAT-MOT-Z-PLAY;13-Dec-19;Cliente235048206
TEL-SAM-J5-REPL;13-Dec-19;Cliente243158822
TEL-MOT-G5-PLUS-ORIG;13-Dec-19;Cliente251269438
TEL-IPH-5SE-REPL;13-Dec-19;Cliente2593710054
TEL-SAM-J7-PRIME-REPL;13-Dec-19;Cliente267481067
TEL-MOT-Z-PLAY-ORIG;13-Dec-19;Cliente2755911286
TEL-SAM-J7-PRIME-REPL;13-Dec-19;Cliente283711902
TEL-SAM-J8-REPL;13-Dec-19;Cliente2918112518
TEL-IPH-7G-REPL;13-Dec-19;Cliente2999213134
TEL-MOT-G2-ORIG;13-Dec-19;Cliente308031375
TEL-IPH-6G-REPL;13-Dec-19;Cliente3161414366
TEL-ASU-ZE553KL-ORIG;13-Dec-19;Cliente3242514982
TEL-IPH-5S-REPL;13-Dec-19;Cliente3323615598
TEL-SAM-A720-REPL;13-Dec-19;Cliente3404716214
TEL-SAM-A10-REPL;13-Dec-19;Cliente348581683
TEL-SAM-J4-PLUS-REPL;13-Dec-19;Cliente3566917446
TEL-SAM-J4-REPL;13-Dec-19;Cliente364818062
TEL-IPH-7-PLUS-REPL;13-Dec-19;Cliente3729118678
TEL-LG-Q6-PLUS-ORIG;13-Dec-19;Cliente3810219294
TEL-SAM-J7-PRIME-REPL;13-Dec-19;Cliente389131991
TEL-MOT-G2-ORIG;13-Dec-19;Cliente3972420526
TEL-SAM-J7-PRO-ORIG;13-Dec-19;Cliente4053521142
BAT-IPH-6G;13-Dec-19;Cliente4134621758
BAT-IPH-6S;13-Dec-19;Cliente4215722374
TEL-IPH-6S-PLUS-REPL;13-Dec-19;Cliente429682299
TEL-IPH-5S-REPL;13-Dec-19;Cliente4377923606
TEL-MOT-E4-ORIG;13-Dec-19;Cliente445924222
TEL-MOT-X4-ORIG;13-Dec-19;Cliente4540124838
TEL-XIA-A2-LITE-ORIG;13-Dec-19;Cliente4621225454
TEL-MOT-G5-PLUS-ORIG;13-Dec-19;Cliente470232607
TEL-IPH-6S-REPL;13-Dec-19;Cliente4783426686
TEL-MOT-G5-S-ORIG;13-Dec-19;Cliente4864527302
TEL-SAM-J710-REPL;13-Dec-19;Cliente4945627918
BAT-SAM-G530;13-Dec-19;Cliente5026728534
TEL-MOT-G3-ORIG;13-Dec-19;Cliente510782915
TEL-IPH-6G-REPL;13-Dec-19;Cliente5188929766
TEL-SAM-J5-PRIME-REPL;13-Dec-19;Cliente527030382
TEL-ASU-ZE553KL-ORIG;13-Dec-19;Cliente5351130998
TEL-SAM-J7-PRO-REPL;13-Dec-19;Cliente5432231614
TEL-SAM-J4-REPL;13-Dec-19;Cliente551333223
TEL-ASU-ZE553KL-ORIG;13-Dec-19;Cliente5594432846
TEL-SAM-J7-PRIME-REPL;13-Dec-19;Cliente5675533462
TEL-MOT-G5-ORIG;13-Dec-19;Cliente5756634078
TEL-SAM-J120-REPL;13-Dec-19;Cliente5837734694
TEL-IPH-6G-REPL;13-Dec-19;Cliente591883531
TEL-IPH-6S-REPL;13-Dec-19;Cliente5999935926
TEL-IPH-6S-REPL;13-Dec-19;Cliente608136542
TEL-IPH-SE-REPL;13-Dec-19;Cliente6162137158
TEL-LG-K10-POWER-ORIG;13-Dec-19;Cliente6243237774
ALT-MOT-G2;13-Dec-19;Cliente632433839
TEL-ASU-ZE620KL-ORIG;13-Dec-19;Cliente6405439006
TEL-SAM-NOTE8-ORIG;13-Dec-19;Cliente6486539622
TEL-IPH-7-PLUS-REPL;13-Dec-19;Cliente6567640238
TEL-IPH-6G-REPL;14-Dec-19;Cliente6648740854
TEL-MOT-X2-ORIG;14-Dec-19;Cliente672984147
TEL-XIA-MI-8-ORIG;14-Dec-19;Cliente6810942086
TEL-SAM-A6-PLUS-ORIG;14-Dec-19;Cliente689242702
TEL-SAM-A5-REPL;14-Dec-19;Cliente6973143318
TEL-SAM-J5-REPL;14-Dec-19;Cliente7054243934
TEL-MOT-G5-PLUS-ORIG;14-Dec-19;Cliente713534455
TEL-MOT-G5-PLUS-ORIG;14-Dec-19;Cliente7216445166
TEL-MOT-G4-PLAY-ORIG;14-Dec-19;Cliente7297545782
TEL-MOT-G1-ORIG;14-Dec-19;Cliente7378646398
TEL-MOT-G2-ORIG;14-Dec-19;Cliente7459747014
TEL-MOT-C-PLUS-ORIG;14-Dec-19;Cliente754084763
TEL-MOT-C-PLUS-ORIG;14-Dec-19;Cliente7621948246
TEL-MOT-E1-ORIG;14-Dec-19;Cliente770348862
TEL-MOT-G5-S-ORIG;14-Dec-19;Cliente7784149478
TEL-MOT-G5-S-ORIG;14-Dec-19;Cliente7865250094
TEL-SAM-J7-PRIME-REPL;14-Dec-19;Cliente794635071
TEL-SAM-A10-REPL;14-Dec-19;Cliente8027451326
TEL-IPH-6S-REPL;14-Dec-19;Cliente8108551942
TEL-IPH-5S-REPL;14-Dec-19;Cliente8189652558
TEL-SAM-J4-ORIG;14-Dec-19;Cliente8270753174
TEL-IPH-6G-REPL;14-Dec-19;Cliente835185379
TEL-ASU-ZE553KL-ORIG;14-Dec-19;Cliente8432954406
TAM-MOT-G6;14-Dec-19;Cliente851455022
TEL-SAM-J120-REPL;14-Dec-19;Cliente8595155638
TEL-SAM-J5-REPL;14-Dec-19;Cliente8676256254
TEL-SAM-J4-PLUS-REPL;14-Dec-19;Cliente875735687
TEL-IPH-5SE-REPL;14-Dec-19;Cliente8838457486
TEL-SAM-J5-PRIME-REPL;14-Dec-19;Cliente8919558102
TEL-IPH-7G-REPL;14-Dec-19;Cliente9000658718
TEL-XIA-MI-8-ORIG;14-Dec-19;Cliente9081759334
TEL-SAM-J7-PRIME-REPL;14-Dec-19;Cliente916285995
TEL-SAM-A10-REPL;14-Dec-19;Cliente9243960566
TEL-LG-K10-STV-ORIG;14-Dec-19;Cliente932561182
TEL-IPH-6S-REPL;14-Dec-19;Cliente9406161798
TEL-SAM-J5-REPL;14-Dec-19;Cliente9487262414
TEL-MOT-G7-ORIG;14-Dec-19;Cliente956836303
TEL-IPH-7G-REPL;14-Dec-19;Cliente9649463646
TEL-SAM-J6-REPL;14-Dec-19;Cliente9730564262
TEL-MOT-X2-ORIG;14-Dec-19;Cliente9811664878
TEL-SAM-J5-PRIME-REPL;14-Dec-19;Cliente9892765494
BAT-IPH-6S;14-Dec-19;Cliente997386611
TEL-SAM-J4-REPL;14-Dec-19;Cliente10054966726
TEL-IPH-5SE-REPL;14-Dec-19;Cliente1013667342
TOU-SAM-G532;14-Dec-19;Cliente10217167958
TEL-SAM-A510-ORIG;14-Dec-19;Cliente10298268574
TEL-MOT-G5-S-PLUS-ORIG;14-Dec-19;Cliente1037936919
TEL-SAM-J7-PRO-REPL;14-Dec-19;Cliente10460469806
TEL-SAM-J5-PRO-REPL;14-Dec-19;Cliente10541570422
TEL-SAM-J4-ORIG;14-Dec-19;Cliente10622671038
TEL-MOT-Z3-PLAY-ORIG;14-Dec-19;Cliente10703771654
TEL-IPH-6S-REPL;14-Dec-19;Cliente1078487227
TEL-MOT-E5-PLUS-ORIG;14-Dec-19;Cliente10865972886
TEL-IPH-5C-REPL;14-Dec-19;Cliente1094773502
TEL-MOT-Z2-PLAY-ORIG;14-Dec-19;Cliente11028174118
TEL-IPH-XS-MAX-REPL;14-Dec-19;Cliente11109274734
TEL-MOT-G6-PLAY-ORIG;14-Dec-19;Cliente1119037535
BAT-IPH-5G;14-Dec-19;Cliente11271475966
BAT-IPH-5G;14-Dec-19;Cliente11352576582
TEL-SAM-E7-REPL;14-Dec-19;Cliente11433677198
TEL-ASU-ZC554KL-ORIG;14-Dec-19;Cliente11514777814
TEL-MOT-G5-S-PLUS-ORIG;14-Dec-19;Cliente1159587843
TEL-MOT-G5-S-PLUS-ORIG;14-Dec-19;Cliente11676979046
TEL-IPH-6G-REPL;14-Dec-19;Cliente1175879662
TEL-IPH-5S-REPL;14-Dec-19;Cliente11839180278
BAT-IPH-5S;14-Dec-19;Cliente11920280894
TEL-IPH-5S-REPL;14-Dec-19;Cliente1200138151
TEL-SAM-J4-REPL;14-Dec-19;Cliente12082482126
TEL-SAM-J7-REPL;14-Dec-19;Cliente12163582742
BAT-IPH-6S;14-Dec-19;Cliente12244683358
TEL-ASU-ZB634KL-ORIG;14-Dec-19;Cliente12325783974
TEL-SAM-J5-PRIME-REPL;14-Dec-19;Cliente1240688459
TEL-MOT-Z-PLAY-ORIG;14-Dec-19;Cliente12487985206
TEL-SAM-J5-REPL;14-Dec-19;Cliente1256985822
TEL-XIA-MI-5-PLUS-ORIG;14-Dec-19;Cliente12650186438
TEL-SAM-J4-PLUS-REPL;14-Dec-19;Cliente12731287054
TEL-MOT-G6-PLAY-ORIG;14-Dec-19;Cliente1281238767
TEL-SAM-J5-REPL;14-Dec-19;Cliente12893488286
TEL-MOT-G6-PLAY-ORIG;14-Dec-19;Cliente12974588902
TEL-LG-K10-STV-ORIG;14-Dec-19;Cliente13055689518
TEL-SAM-J6-ORIG;14-Dec-19;Cliente13136790134
BAT-IPH-6G;14-Dec-19;Cliente1321789075
BAT-ASU-ZB501KL;14-Dec-19;Cliente13298991366
TEL-MOT-G5-PLUS-ORIG;14-Dec-19;Cliente1338091982
TEL-MOT-G6-PLAY-ORIG;14-Dec-19;Cliente13461192598
TEL-LG-K200-ORIG;14-Dec-19;Cliente13542293214
TEL-IPH-5G-REPL;14-Dec-19;Cliente1362339383
TEL-MOT-G6-PLAY-ORIG;14-Dec-19;Cliente13704494446
TEL-IPH-7-PLUS-REPL;14-Dec-19;Cliente13785595062
TEL-ASU-ZB551KL-ORIG;14-Dec-19;Cliente13866695678
TEL-MOT-G6-PLAY-ORIG;14-Dec-19;Cliente13947796294
TEL-MOT-ONE-ORIG;14-Dec-19;Cliente1402889691
TEL-IPH-5S-REPL;14-Dec-19;Cliente14109997526
BAT-IPH-5S;14-Dec-19;Cliente1419198142
TEL-MOT-G2-ORIG;14-Dec-19;Cliente14272198758
